Site,ID,H11,H12,H13,H21,H22,H23,H31,H32,H33,AveH1,AveH2,AveH3
Electrifying Times,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Electrifying Times,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Electrifying Times,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Electrifying Times,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Electrifying Times,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Electrifying Times,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Fanatics,1,3,,,1,,,1,,,3,1,1
Fanatics,2,3,,,3,,,3,,,3,3,3
Fanatics,3,3,,,3,,,3,,,3,3,3
Fanatics,4,3,,,3,,,3,,,3,3,3
Fanatics,5,3,,,3,,,3,,,3,3,3
Fanatics,6,2,,,3,,,4,,,2,3,4
Fanatics,7,3,,,4,,,4,,,3,4,4
Fanatics,8,4,,,3,,,3,,,4,3,3
Fanatics,9,3,,,3,,,2,,,3,3,2
Fanatics,10,4,,,3,,,3,,,4,3,3
Fanatics,11,4,,,3,,,3,,,4,3,3
Fanatics,12,2,,,2,,,3,,,2,2,3
Fanatics,13,3,,,2,,,3,,,3,2,3
Fanatics,14,3,,,2,,,3,,,3,2,3
Fanatics,15,4,,,3,,,3,,,4,3,3
Flipkart,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Flipkart,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Footlocker,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Free City Supershop,1,3,,,2,,,3,,,3,2,3
Free City Supershop,2,4,,,3,,,4,,,4,3,4
Free City Supershop,3,4,,,3,,,4,,,4,3,4
Free City Supershop,4,3,,,2,,,3,,,3,2,3
Free City Supershop,5,3,,,2,,,3,,,3,2,3
Free City Supershop,6,4,,,3,,,3,,,4,3,3
Free City Supershop,7,3,,,3,,,3,,,3,3,3
Free City Supershop,8,3,,,2,,,3,,,3,2,3
Free City Supershop,9,4,,,3,,,3,,,4,3,3
Free City Supershop,10,4,,,3,,,3,,,4,3,3
Free City Supershop,11,3,,,3,,,4,,,3,3,4
H & M,1,2,,,3,,,4,,,2,3,4
H & M,2,3,,,3,,,4,,,3,3,4
H & M,3,3,,,3,,,4,,,3,3,4
H & M,4,3,,,3,,,4,,,3,3,4
H & M,5,4,,,3,,,4,,,4,3,4
H & M,6,4,,,4,,,4,,,4,4,4
H & M,7,3,,,3,,,2,,,3,3,2
H & M,8,3,,,3,,,4,,,3,3,4
H & M,9,3,,,3,,,4,,,3,3,4
H & M,10,4,,,4,,,4,,,4,4,4
H & M,11,4,,,4,,,4,,,4,4,4
H & M,12,4,,,3,,,2,,,4,3,2
H & M,13,2,,,3,,,4,,,2,3,4
H & M,14,3,,,3,,,4,,,3,3,4
H & M,15,4,,,4,,,4,,,4,4,4
H & M,16,3,,,3,,,4,,,3,3,4
H & M,17,3,,,4,,,4,,,3,4,4
H & M,18,3,,,4,,,4,,,3,4,4
H & M,19,4,,,4,,,4,,,4,4,4
Home Science Tools,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Home Science Tools,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ikea,16,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jabong,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Jeep People,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Koi Computer,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Lazada,1,2,,,2,,,1,,,2,1,1
Lazada,2,4,,,4,,,4,,,4,4,4
Lazada,3,3,,,3,,,2,,,3,2,2
Lazada,4,3,,,3,,,2,,,3,2,2
Lazada,5,3,,,3,,,2,,,3,2,2
Lazada,6,3,,,4,,,3,,,3,3,3
Lazada,7,4,,,3,,,3,,,4,3,3
Lazada,8,4,,,4,,,3,,,4,3,3
Lazada,9,4,,,4,,,4,,,4,4,4
Lazada,10,4,,,4,,,4,,,4,4,4
Lazada,11,4,,,4,,,4,,,4,4,4
Lazada,12,3,,,3,,,3,,,3,3,3
Lazada,13,3,,,2,,,2,,,3,2,2
Lazada,14,3,,,2,,,2,,,3,2,2
Lazada,15,3,,,2,,,2,,,3,2,2
Lazada,16,3,,,2,,,2,,,3,2,2
Ling's Cars,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Ling's Cars,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mednat,1,1,,,1,,,1,,,1,1,1
Mednat,2,1,,,1,,,1,,,1,1,1
Mednat,3,1,,,1,,,1,,,1,1,1
Mednat,4,1,,,1,,,1,,,1,1,1
Mednat,5,1,,,1,,,2,,,1,1,2
Mednat,6,1,,,1,,,1,,,1,1,1
Mednat,7,1,,,2,,,2,,,1,2,2
Mednat,8,1,,,1,,,1,,,1,1,1
Mednat,9,1,,,1,,,1,,,1,1,1
Mednat,10,1,,,1,,,1,,,1,1,1
Mednat,11,1,,,1,,,1,,,1,1,1
Mednat,12,2,,,1,,,1,,,2,1,1
Mednat,13,1,,,1,,,1,,,1,1,1
Mednat,14,1,,,1,,,1,,,1,1,1
Mednat,15,4,,,4,,,4,,,4,4,4
Mercia Tourist Board,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Mercia Tourist Board,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Microcenter.com,1,2,,,2,,,3,,,2,2,3
Microcenter.com,2,3,,,2,,,2,,,3,2,2
Microcenter.com,3,3,,,2,,,2,,,3,2,2
Microcenter.com,4,2,,,3,,,3,,,2,3,3
Microcenter.com,5,2,,,2,,,2,,,2,2,2
Microcenter.com,6,2,,,3,,,2,,,2,3,2
Microcenter.com,7,2,,,2,,,3,,,2,2,3
Microcenter.com,8,2,,,2,,,3,,,2,2,3
Microcenter.com,9,3,,,2,,,3,,,3,2,3
Microcenter.com,10,2,,,2,,,3,,,2,2,3
Microcenter.com,11,2,,,2,,,2,,,2,2,2
Microcenter.com,12,2,,,2,,,2,,,2,2,2
Microcenter.com,13,2,,,2,,,2,,,2,2,2
Microcenter.com,14,3,,,3,,,2,,,3,3,2
Microcenter.com,15,3,,,3,,,2,,,3,3,2
Microcenter.com,16,2,,,3,,,2,,,2,3,2
Microcenter.com,17,2,,,3,,,3,,,2,3,3
Microcenter.com,18,2,,,2,,,3,,,2,2,3
Next Chapter,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Next Chapter,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Nordstrom,1,3,,,2,,,4,,,3,2,4
Nordstrom,2,3,,,2,,,4,,,3,2,4
Nordstrom,3,3,,,3,,,2,,,3,3,2
Nordstrom,4,3,,,4,,,2,,,3,4,2
Nordstrom,5,2,,,2,,,3,,,2,2,3
Nordstrom,6,2,,,2,,,3,,,2,2,3
Nordstrom,7,2,,,2,,,3,,,2,2,3
Nordstrom,8,2,,,3,,,3,,,2,3,3
Nordstrom,9,1,,,1,,,3,,,1,1,3
Nordstrom,10,3,,,3,,,2,,,3,3,2
Nordstrom,11,3,,,2,,,3,,,3,2,3
Nordstrom,12,2,,,2,,,1,,,2,2,1
Nordstrom,13,3,,,2,,,2,,,3,2,2
Nordstrom,14,3,,,3,,,4,,,3,3,4
Nordstrom,15,3,,,3,,,4,,,3,3,4
Nordstrom,16,2,,,2,,,3,,,2,2,3
Opensky,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Opensky,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
P & M Computers,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,11,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,12,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,13,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,14,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Paradise With A View,15,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,1,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,2,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,3,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,4,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,5,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,6,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,7,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,8,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,9,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
Pennyjuice,10,,,,,,,,,,"#DIV/0!","#DIV/0!","#DIV/0!"
